"sub","partner","day","meetAgain","meetAgain_9points","ShortTerm","LongTerm","Attractiveness","gender","grooveLevel","gRating","eRating","fRating","gcOUT","gcIN","ccOUT","ccIN"
"M03","F09","D1",1,8,8,8,7,"M","H",8.05263157894737,7.26315789473684,8.26315789473684,0.0329286148281369,0.0167712380671916,0.28377860190408,0.28377860190408
"M03","F11","D1",1,7,8,5,7,"M","H",7.63157894736842,6.8421052631579,6.05263157894737,0.00804282185652561,0.0101396100714104,0.060450056999874,0.0395640260910336
"M03","F12","D1",1,9,8,8,8,"M","L",5.68421052631579,8.36842105263158,9.52631578947369,0.00752412052674512,0.0258096251722368,0.146739162830181,0.144916355655941
"M03","F13","D1",1,7,8,5,6,"M","H",6.15789473684211,6.10526315789474,5.78947368421053,0.0127397359334234,0.0233250652900687,-0.0872449651272383,-0.101371540967839
"M03","F14","D1",1,8,8,7,8,"M","L",3.89473684210526,6.31578947368421,7.57894736842105,0.00865853522178917,0.0279281894356673,-0.107152500728445,-0.165687758587506
"M03","F15","D1",1,8,8,8,8,"M","H",8.10526315789474,7.52631578947368,8.94736842105263,0.0352511691524602,0.0184421474856236,0.299595243892241,0.298254287202527
"M03","F01","D1",1,9,9,9,9,"M","L",3.63157894736842,5.05263157894737,6.31578947368421,0.00528065858461257,0.012848668025891,-0.0691326669120483,-0.112173471860708
"M03","F02","D1",0,5,5,1,4,"M","H",6.42105263157895,5.05263157894737,4.52631578947368,0.0138607026947071,0.0180301702151571,0.341825221987104,0.334049343550654
"M04","F04","D1",1,7,6,7,7,"M","H",6.26315789473684,5.31578947368421,5.10526315789474,0.0171515886764633,0.0168468772016741,0.16822309373011,0.141920176650363
"M04","F06","D1",1,6,6,6,6,"M","H",7.8421052631579,7.15789473684211,6.15789473684211,0.0299933295655994,0.0184420369673224,0.395835932065004,0.419213775555859
"M04","F07","D1",1,8,8,8,8,"M","L",4.26315789473684,5.78947368421053,5.89473684210526,0.0143742318791227,0.0175552219781938,0.257261859460787,0.258467010457435
"M04","F08","D1",1,7,7,7,7,"M","H",7.78947368421053,7.52631578947368,8.42105263157895,0.0295135049277184,0.0324317407972066,0.564326917680487,0.570693671882223
"M04","F09","D1",1,8,8,8,9,"M","L",5.05263157894737,7.10526315789474,8.10526315789474,0.0267663682223942,0.0167354358669147,0.447326067082518,0.447326067082518
"M04","F11","D1",0,5,4,4,6,"M","L",4.94736842105263,7.52631578947368,9.05263157894737,0.0170533955954548,0.0142768588863174,0.175302575236361,0.17708780045955
"M04","F12","D1",1,8,8,8,8,"M","H",7.63157894736842,6.8421052631579,6.05263157894737,0.021280863487501,0.0228263195182148,0.344360559603888,0.350550166216495
"M04","F13","D1",1,7,7,7,7,"M","L",5.68421052631579,8.36842105263158,9.52631578947369,0.0312667222039122,0.0324750921692036,0.50734726043272,0.50734726043272
"M04","F14","D1",1,7,7,7,8,"M","H",6.15789473684211,6.10526315789474,5.78947368421053,0.0111523367131268,0.0238441674500018,0.237732175371671,0.214156555112032
"M04","F15","D1",1,7,7,7,8,"M","L",3.89473684210526,6.31578947368421,7.57894736842105,0.0267027775463928,0.0484692785525658,0.607906384551909,0.607906384551909
"M04","F01","D1",1,7,7,7,8,"M","H",8.10526315789474,7.52631578947368,8.94736842105263,0.0185076767163004,0.0063125660659189,0.170267130391451,0.160343744012406
"M04","F02","D1",1,7,7,7,7,"M","L",3.63157894736842,5.05263157894737,6.31578947368421,0.00566264117029025,0.0127303131815566,-0.0409581317371407,-0.0236132412213515
"M04","F03","D1",1,7,7,7,8,"M","H",6.42105263157895,5.05263157894737,4.52631578947368,0.0128964868500785,0.0156395014355999,0.156265273813281,0.0814045182937582
"M05","F06","D1",0,6,5,6,5,"M","L",4.10526315789474,5.78947368421053,5.73684210526316,0.0124657823897238,0.0120842614141754,0.00284695341505768,0.0374666721579301
"M05","F07","D1",0,5,7,6,7,"M","H",7.8421052631579,7.15789473684211,6.15789473684211,0.0204888257536471,0.0259217432016943,0.141609455095334,0.288533835819722
"M05","F08","D1",1,8,7,7,7,"M","L",4.26315789473684,5.78947368421053,5.89473684210526,0.018076536518183,0.0198281483411256,0.0331515772378902,0.121146535583642
"M05","F09","D1",0,5,5,5,5,"M","H",7.78947368421053,7.52631578947368,8.42105263157895,0.0109642517253055,0.0158610917294109,0.250779596888502,0.250779596888502
"M05","F11","D1",0,3,1,1,5,"M","H",8.05263157894737,7.26315789473684,8.26315789473684,0.0103890176957346,0.00692385948271257,0.0919481044627731,0.110000009357834
"M05","F13","D1",1,6,7,6,6,"M","H",7.63157894736842,6.8421052631579,6.05263157894737,0.0190378056246505,0.0185845837225704,-0.0770894248086204,-0.0951202746998732
"M05","F14","D1",1,6,5,5,6,"M","L",5.68421052631579,8.36842105263158,9.52631578947369,0.00955588344408209,0.00953563792507062,0.355003897824398,0.355003897824398
"M05","F15","D1",0,5,5,5,5,"M","H",6.15789473684211,6.10526315789474,5.78947368421053,0.019760191351831,0.0133676203584616,0.280303288586081,0.300155601029777
"M05","F01","D1",1,8,9,8,9,"M","L",3.89473684210526,6.31578947368421,7.57894736842105,0.0189961227716497,0.0153658400712464,0.277554273846157,0.252952935090971
"M05","F02","D1",1,6,7,4,7,"M","H",8.10526315789474,7.52631578947368,8.94736842105263,0.00876006691752007,0.00510723723842155,0.253828923679165,0.23183945787371
"M05","F03","D1",0,5,6,5,6,"M","L",3.63157894736842,5.05263157894737,6.31578947368421,0.0185401108825833,0.0101900005969684,0.237354231944982,0.228411153357425
"M05","F04","D1",1,6,6,5,7,"M","H",6.42105263157895,5.05263157894737,4.52631578947368,0.0102061448054358,0.0124414885403401,0.128869696985172,0.131692636838915
"M06","F06","D1",1,8,1,7,7,"M","H",6.26315789473684,5.31578947368421,5.10526315789474,0.0213503457965554,0.0067732128692608,0.294109613879159,0.25729984887276
"M06","F07","D1",1,6,1,6,5,"M","L",4.10526315789474,5.78947368421053,5.73684210526316,0.0120633608501803,0.0151098018473848,0.0282321768087019,0.0502141427755985
"M06","F08","D1",0,4,1,3,4,"M","H",7.8421052631579,7.15789473684211,6.15789473684211,0.0139307300509088,0.0199384868073746,0.299948283544787,0.299948283544787
"M06","F09","D1",1,7,1,5,6,"M","L",4.26315789473684,5.78947368421053,5.89473684210526,0.0267919452678451,0.0076778289183288,0.353777496596107,0.347241933394631
